상품종류,은행,상품명,기본금리( %),"최고금리(우대금리포함,  %)",이자지급방식,가입방법,우대조건,가입제한조건,가입대상,기타유의사항,최고한도,세후이자율,세후이자,이자계산방식
정기예금,대아상호저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,머스트삼일저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,머스트삼일저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,대아상호저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,솔브레인저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,솔브레인저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,웰컴저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,예가람저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,웰컴저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,예가람저축은행,정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,센트럴저축은행,"정기예금 (인터넷뱅킹,스마트뱅킹,비대면)",3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,센트럴저축은행,"정기예금 (인터넷뱅킹,스마트뱅킹,비대면)",3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,우리저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,우리저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,세람저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,세람저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,솔브레인저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,솔브레인저축은행,정기예금(비대면),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,평택저축은행,정기예금-모바일,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,평택저축은행,정기예금-인터넷,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,평택저축은행,정기예금-창구,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,민국저축은행,톡톡정기예금 (모바일),3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,민국저축은행,톡톡정기예금 (모바일),3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,푸른저축은행,푸른 정기예금,2.90%,3.00%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,푸른저축은행,푸른 정기예금,2.90%,3.00%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,모아저축은행,회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,모아저축은행,회전 정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,HB저축은행,회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"257,319",복리
정기예금,HB저축은행,회전정기예금,3.00%,3.00%,,,,제한없음,,,,2.54%,"254,000",단리
정기예금,진주저축은행,E-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,진주저축은행,E-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,M-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,M-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,진주저축은행,"안심정기예금(부산,창원,울산) (창구전용)",2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,"안심정기예금(부산,창원,울산) (창구전용)",2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,진주저축은행,"안심정기예금(진주,통영) (창구전용)",2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,"안심정기예금(진주,통영) (창구전용)",2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,융창저축은행,정기예금,2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,융창저축은행,정기예금,2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,라온저축은행,정기예금,2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,라온저축은행,정기예금,2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,"정기예금(부산,울산,창원)",2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,진주저축은행,"정기예금(부산,울산,창원)",2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,"정기예금(진주,통영)",2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,"정기예금(진주,통영)",2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,진주저축은행,지니뱅크-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"253,841",복리
정기예금,진주저축은행,지니뱅크-정기예금(비대면),2.96%,2.96%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,다올저축은행,Fi 정기예금 (대면),2.95%,2.95%,,,,제한없음,,,,2.50%,"252,972",복리
정기예금,다올저축은행,Fi 정기예금 (대면),2.95%,2.95%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,한국투자저축은행,비대면회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,한국투자저축은행,비대면회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"252,972",복리
정기예금,한국투자저축은행,인터넷회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"252,972",복리
정기예금,한국투자저축은행,인터넷회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,삼정저축은행,정기예금,2.90%,2.95%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,삼정저축은행,정기예금,2.90%,2.95%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,SBI저축은행,정기예금(1년변동금리),2.75%,2.95%,,,,제한없음,,,,2.33%,"235,605",복리
정기예금,SBI저축은행,정기예금(1년변동금리),2.75%,2.95%,,,,제한없음,,,,2.33%,"233,000",단리
정기예금,한국투자저축은행,한투 보이스피싱지킴이회전정기예금(창구전용),2.95%,2.95%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,한국투자저축은행,한투 보이스피싱지킴이회전정기예금(창구전용),2.95%,2.95%,,,,제한없음,,,,2.50%,"252,972",복리
정기예금,한국투자저축은행,회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"252,972",복리
정기예금,한국투자저축은행,회전정기예금 (1년 단위 변동금리상품),2.95%,2.95%,,,,제한없음,,,,2.50%,"250,000",단리
정기예금,디비저축은행,E-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,디비저축은행,E-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,디비저축은행,M-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,디비저축은행,M-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,OK저축은행,OK e-안심앱플러스정기예금(변동금리),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,OK저축은행,OK e-안심앱플러스정기예금(변동금리),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,OK저축은행,OK e-안심정기예금(변동금리),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,OK저축은행,OK e-안심정기예금(변동금리),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,키움저축은행,SB톡톡 회전식정기예금(비대면) (1년단위 변동금리상품),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,키움저축은행,SB톡톡 회전식정기예금(비대면) (1년단위 변동금리상품),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,수협은행,Sh첫만남우대예금,1.85%,2.90%,,,,제한없음,,,,1.57%,"157,000",단리
정기예금,모아저축은행,e-모아 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,모아저축은행,e-모아 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,상상인플러스저축은행,e-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,아산저축은행,e-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,아산저축은행,e-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,상상인플러스저축은행,e-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,한국투자저축은행,비대면 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,한국투자저축은행,비대면 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,상상인플러스저축은행,비대면 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,상상인플러스저축은행,비대면 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,하나저축은행,비대면 하나더넥스트 시니어 회전예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,하나저축은행,비대면 하나더넥스트 시니어 회전예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,키움저축은행,비대면 회전식정기예금 (1년단위 변동금리상품),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,키움저축은행,비대면 회전식정기예금 (1년단위 변동금리상품),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,안양저축은행,비대면-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,안양저축은행,비대면-정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,한국투자저축은행,인터넷정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,한국투자저축은행,인터넷정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,상상인플러스저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,상상인플러스저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,아산저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,아산저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,한국투자저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,한국투자저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,부림저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,안양저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,안양저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,부림저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,모아저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,모아저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,디비저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,디비저축은행,정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,라온저축은행,정기예금 비대면,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,라온저축은행,정기예금 비대면,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,상상인플러스저축은행,크크크 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,상상인플러스저축은행,크크크 정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,부림저축은행,톡톡정기예금(비대면),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,부림저축은행,톡톡정기예금(비대면),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,KB저축은행,플러스회전식정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,KB저축은행,플러스회전식정기예금,2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,KB저축은행,플러스회전식정기예금(대면),2.80%,2.90%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,KB저축은행,플러스회전식정기예금(대면),2.80%,2.90%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,한국투자저축은행,한투 보이스피싱지킴이정기예금(창구전용),2.90%,2.90%,,,,제한없음,,,,2.45%,"245,000",단리
정기예금,한국투자저축은행,한투 보이스피싱지킴이정기예금(창구전용),2.90%,2.90%,,,,제한없음,,,,2.45%,"248,627",복리
정기예금,대명상호저축은행,정기예금,2.88%,2.88%,,,,제한없음,,,,2.44%,"246,890",복리
정기예금,오성저축은행,정기예금,2.87%,2.87%,,,,제한없음,,,,2.43%,"246,021",복리
정기예금,오성저축은행,정기예금,2.87%,2.87%,,,,제한없음,,,,2.43%,"243,000",단리
정기예금,오성저축은행,회전식정기예금,2.87%,2.87%,,,,제한없음,,,,2.43%,"246,021",복리
정기예금,오성저축은행,회전식정기예금,2.87%,2.87%,,,,제한없음,,,,2.43%,"243,000",단리
정기예금,애큐온저축은행,3-UP정기예금,2.85%,2.85%,,,,제한없음,,,,2.41%,"241,000",단리
정기예금,애큐온저축은행,3-UP정기예금,2.85%,2.85%,,,,제한없음,,,,2.41%,"244,285",복리
정기예금,애큐온저축은행,3-UP정기예금(모바일),2.85%,2.85%,,,,제한없음,,,,2.41%,"241,000",단리
정기예금,애큐온저축은행,3-UP정기예금(모바일),2.85%,2.85%,,,,제한없음,,,,2.41%,"244,285",복리
정기예금,애큐온저축은행,애큐온모바일예금,2.80%,2.85%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,애큐온저축은행,애큐온모바일예금,2.80%,2.85%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,SBI저축은행,정기예금,2.75%,2.85%,,,,제한없음,,,,2.33%,"235,605",복리
정기예금,SBI저축은행,정기예금,2.75%,2.85%,,,,제한없음,,,,2.33%,"233,000",단리
정기예금,대명상호저축은행,정기예금,2.85%,2.85%,,,,제한없음,,,,2.41%,"241,000",단리
정기예금,한국투자저축은행,한투 중도해지안심정기예금(창구전용),2.85%,2.85%,,,,제한없음,,,,2.41%,"241,000",단리
정기예금,한국투자저축은행,한투 중도해지안심정기예금(창구전용),2.85%,2.85%,,,,제한없음,,,,2.41%,"244,285",복리
정기예금,키움저축은행,회전식정기예금 (1년단위 변동금리상품),2.85%,2.85%,,,,제한없음,,,,2.41%,"244,285",복리
정기예금,키움저축은행,회전식정기예금 (1년단위 변동금리상품),2.85%,2.85%,,,,제한없음,,,,2.41%,"241,000",단리
정기예금,대명상호저축은행,E-플러스 정기예금,2.83%,2.83%,,,,제한없음,,,,2.39%,"242,548",복리
정기예금,대명상호저축은행,E-플러스 정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,한화저축은행,Mymo 회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,한화저축은행,Mymo 회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,농협은행주식회사,NH고향사랑기부예금,2.15%,2.80%,,,,제한없음,,,,1.82%,"182,000",단리
정기예금,OK저축은행,OK e-안심앱플러스정기예금6 (변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,OK저축은행,OK e-안심앱플러스정기예금6 (변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,OK저축은행,OK e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,OK저축은행,OK e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,OK저축은행,OK안심정기예금(변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,OK저축은행,OK안심정기예금(변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,아산저축은행,SB톡톡-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,아산저축은행,SB톡톡-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,키움저축은행,SB톡톡정기예금 (비대면),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,키움저축은행,SB톡톡정기예금 (비대면),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,키움저축은행,"e-plus정기예금 (인터넷뱅킹,스마트뱅킹)",2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,키움저축은행,"e-plus정기예금 (인터넷뱅킹,스마트뱅킹)",2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,삼정저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,삼정저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,남양저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,남양저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,우리금융저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,우리금융저축은행,e-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,우리금융저축은행,e-회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,우리금융저축은행,e-회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,삼정저축은행,s-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,삼정저축은행,s-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,하나저축은행,비대면 세바퀴정기예금(1년단위 변동금리상품),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,하나저축은행,비대면 세바퀴정기예금(1년단위 변동금리상품),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,엔에이치저축은행,비대면 정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,엔에이치저축은행,비대면 정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,남양저축은행,비대면-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,남양저축은행,비대면-정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,우리금융저축은행,우리E음정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,우리금융저축은행,우리E음정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,남양저축은행,정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,남양저축은행,정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,CK저축은행,정기예금(강릉지점),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,CK저축은행,정기예금(강릉지점),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,동원제일저축은행,정기예금(비대면),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,동원제일저축은행,정기예금(비대면),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,CK저축은행,정기예금(춘천본점),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,CK저축은행,정기예금(춘천본점),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,하나저축은행,하나더넥스트 시니어 회전예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,하나저축은행,하나더넥스트 시니어 회전예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,우리금융저축은행,회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,우리금융저축은행,회전정기예금,2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,동원제일저축은행,회전정기예금-비대면(변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"239,944",복리
정기예금,동원제일저축은행,회전정기예금-비대면(변동금리),2.80%,2.80%,,,,제한없음,,,,2.37%,"237,000",단리
정기예금,한화저축은행,Mymo 정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"233,000",단리
정기예금,한화저축은행,Mymo 정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"235,605",복리
정기예금,수협은행,"Sh해양플라스틱Zero!예금
(만기일시지급식)",2.40%,2.75%,,,,제한없음,,,,2.03%,"203,000",단리
정기예금,한국스탠다드차타드은행,e-그린세이브예금,2.45%,2.75%,,,,제한없음,,,,2.07%,"207,000",단리
정기예금,키움저축은행,정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"235,605",복리
정기예금,키움저축은행,정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"233,000",단리
정기예금,한화저축은행,한화e-회전정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"235,605",복리
정기예금,한화저축은행,한화e-회전정기예금,2.75%,2.75%,,,,제한없음,,,,2.33%,"233,000",단리
정기예금,하나저축은행,1Q 비대면정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,하나저축은행,1Q 비대면정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,OK저축은행,OK정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,OK저축은행,OK정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,신한저축은행,e-더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,신한저축은행,e-더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,한화저축은행,e뱅킹정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,한화저축은행,e뱅킹정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,신한저축은행,s-더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,신한저축은행,s-더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,신한저축은행,더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,신한저축은행,더드림정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,하나저축은행,세바퀴정기예금(1년단위 변동금리상품),2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,하나저축은행,세바퀴정기예금(1년단위 변동금리상품),2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,하나저축은행,정기예금,2.60%,2.70%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,엔에이치저축은행,정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,엔에이치저축은행,정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,하나저축은행,정기예금,2.60%,2.70%,,,,제한없음,,,,2.20%,"222,600",복리
정기예금,우리금융저축은행,정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,우리금융저축은행,정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,오성저축은행,정기예금(비대면),2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,오성저축은행,정기예금(비대면),2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,페퍼저축은행,페퍼루 중도해지 Free정기예금 ★추천상품★,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,페퍼저축은행,"페퍼루 중도해지 Free정기예금(인터넷,모바일,비대면) ★추천상품★",2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,페퍼저축은행,페퍼스 중도해지Free정기예금(디지털페퍼앱) ★추천상품★,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,한화저축은행,한화회전정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,한화저축은행,한화회전정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,수협은행,헤이(Hey)정기예금,2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,오성저축은행,회전식정기예금(비대면),2.70%,2.70%,,,,제한없음,,,,2.28%,"228,000",단리
정기예금,오성저축은행,회전식정기예금(비대면),2.70%,2.70%,,,,제한없음,,,,2.28%,"231,268",복리
정기예금,IBK저축은행,IBKSB e-회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"224,000",단리
정기예금,IBK저축은행,IBKSB e-회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"226,933",복리
정기예금,IBK저축은행,IBKSB 회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"224,000",단리
정기예금,IBK저축은행,IBKSB 회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"226,933",복리
정기예금,제주은행,"J정기예금
(만기지급식)",2.00%,2.65%,,,,제한없음,,,,1.69%,"169,000",단리
정기예금,경남은행,The든든예금(시즌2),2.00%,2.65%,,,,제한없음,,,,1.69%,"169,000",단리
정기예금,경남은행,The파트너예금,2.25%,2.65%,,,,제한없음,,,,1.90%,"190,000",단리
정기예금,전북은행,내맘 쏙 정기예금,2.35%,2.65%,,,,제한없음,,,,1.99%,"199,000",단리
정기예금,IBK저축은행,이어드림 회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"226,933",복리
정기예금,IBK저축은행,이어드림 회전정기예금(변동금리),2.65%,2.65%,,,,제한없음,,,,2.24%,"224,000",단리
정기예금,한화저축은행,한화자동연장정기예금,2.65%,2.65%,,,,제한없음,,,,2.24%,"224,000",단리
정기예금,한화저축은행,한화자동연장정기예금,2.65%,2.65%,,,,제한없음,,,,2.24%,"226,933",복리
정기예금,아이엠뱅크,iM주거래우대예금(첫만남고객형),1.99%,2.64%,,,,제한없음,,,,1.68%,"168,000",단리
정기예금,대원저축은행,정기예금,2.63%,2.63%,,,,제한없음,,,,2.22%,"225,200",복리
정기예금,신한저축은행,e-정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"222,600",복리
